WORD	arg0.np..v.v..arg1.np..arg2.pp.	arg0.np..v.v..arg2.np..arg1.np.	PREF	LLR	PRES	LOR	MI	DPC2W	DPW2C	FYE
put	392	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	157.626967035229	3.8563059654841	27.2029801156364	0.280555560855218	0.0713116245224668	0.187748607796341	17.6271397068496
take	213	2	arg0(np)-v(v)-arg1(np)-arg2(pp)	68.4509316292823	2.70560325132645	3.16727968371878	0.267072331491596	0.0370534929684296	0.172994177049369	8.81889778109365
accuse	100	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	39.2183541575391	1.94772864180282	25.7908365839048	0.280555560855218	0.0181917409496089	0.179413106279459	5.08551321378035
get	97	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	38.0322404206143	1.91829024296014	25.7602172626588	0.280555560855218	0.0176459887211206	0.179331306990882	4.98615499633864
use	76	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	29.7461480833147	1.69799046381164	25.515986106111	0.280555560855218	0.0138257231217027	0.178760793819118	3.8495018315203
receive	75	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	29.352299350377	1.6867824834798	25.5027775493209	0.280555560855218	0.0136438057122067	0.178733717055438	3.96098754209067
keep	73	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	28.5647996495852	1.66414008104255	25.4758440432636	0.280555560855218	0.0132799708932145	0.178679588128407	3.7483986651385
throw	68	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	26.5972029948225	1.60613818403877	25.4052616406656	0.280555560855218	0.012370383845734	0.178544409139053	3.87448332232228
thank	57	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	22.2742746185991	1.47050287704461	25.2303718286942	0.280555560855218	0.0103692923412771	0.178247734138973	3.3496935600127
describe	51	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	19.919657700779	1.39095646936578	25.1206650325355	0.280555560855218	0.00927778788430053	0.178086326592212	3.13624649258814
make	51	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	19.919657700779	1.39095646936578	25.1206650325355	0.280555560855218	0.00927778788430053	0.178086326592212	3.13624649258814
spend	51	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	19.919657700779	1.39095646936578	25.1206650325355	0.280555560855218	0.00927778788430053	0.178086326592212	3.13624649258814
add	47	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	18.3512213967565	1.33529548235084	25.0403525646887	0.280555560855218	0.00855011824631617	0.177978883861237	2.70191983433732
place	40	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	15.6089715894081	1.23185175440863	24.8824975789132	0.280555560855218	0.00727669637984355	0.177791170709658	2.57078369518586
buy	38	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	14.8260584181119	1.2006605713513	24.8324831345666	0.280555560855218	0.00691286156085137	0.177737611086007	2.35416401549331
compare	38	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	14.8260584181119	1.2006605713513	24.8324831345666	0.280555560855218	0.00691286156085137	0.177737611086007	2.35416401549331
blame	35	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	13.6521769864607	1.15229180407337	24.7525341402646	0.280555560855218	0.00636710933236311	0.177657332128877	2.22727374253892
stop	35	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	13.6521769864607	1.15229180407337	24.7525341402646	0.280555560855218	0.00636710933236311	0.177657332128877	2.22727374253892
